Name0,Desc1,Desc2,Name1,HEX,R,G,B,Hue,Sat,Lum
blue,medium light cyan-blue,Soft blue,Cornflowerblue,#6495ED,100,149,237,219,79.2,66.1
blue,cyan-blue,Vivid blue,DeepElectricBlue,#2C75FF,44,117,255,219,100.0,58.6
blue,medium dark cyan-blue,Very dark blue,PictorialIndigo,#213C6E,33,60,110,219,53.8,28.0
grey,medium light  cyan-blue,Grayish blue,Cadet blue (Crayola),#A9B2C3,169,178,195,219,17.8,71.4
blue,medium dark cyan-blue,Dark moderate blue,YInMn Blue,#2E5090,46,80,144,219,51.6,37.3
blue,dark cyan-blue,Very dark blue,Royal blue (dark),#002366,0,35,102,219,100.0,20.0
blue,medium dark cyan-blue,Dark blue,Royal azure,#0038A8,0,56,168,220,100.0,32.9
blue,medium light blue,Soft blue,Blueberry,#4f86f7,79,134,247,220,91.3,63.9
blue,blue,Mostly desaturated dark blue,UCLA Blue,#536895,83,104,149,220,28.4,45.5
blue,medium dark cyan-blue,Dark blue,"Smalt,Dark powder blue",#003399,0,51,153,220,100.0,30.0
blue,light blue,Light grayish blue,LightPeriwinkle,#C5D0E6,197,208,230,220,39.8,83.7
blue,blue,Moderate blue,MediumUltramarine,#5A7CC2,90,124,194,220,46.0,55.7
blue,medium dark cyan-blue,Dark blue,Philippine blue,#0038a7,0,56,167,220,100.0,32.7
blue,medium dark cyan-blue,Strong blue,Panasonic blue,#0040be,0,64,190,220,100.0,37.3
blue,medium dark cyan-blue,Dark blue,Air Force blue (USAF),#00308F,0,48,143,220,100.0,28.0
blue,medium light blue,Slightly desaturated blue,LavenderLustre,#8A9CC4,138,156,196,221,33.0,65.5
blue,dark blue,Dark blue,Catalina blue,#062A78,6,42,120,221,90.5,24.7
black,very dark blue,Very dark blue,Cetacean blue,#001440,0,20,64,221,100.0,12.5
grey,very light blue,Light grayish blue,Coconut White,#e9edf6,233,237,246,221,41.9,93.9
blue,dark blue,Very dark desaturated blue,Yankees blue,#1C2841,28,40,65,221,39.8,18.2
black,dark blue,Very dark desaturated blue,Dark blue (Kon),#192236,25,34,54,221,36.7,15.5
blue,blue,Dark moderate blue,Facebook Blue,#39569c,57,86,156,222,46.5,41.8
blue,medium dark blue,Dark blue,UA blue,#0033AA,0,51,170,222,100.0,33.3
blue,medium dark blue,Dark moderate blue,Chinese blue,#365194,54,81,148,222,46.5,39.6
green,yellow-green,Mostly desaturated dark green,Moss green,#8A9A5B,138,154,191,222,25.7,48.0
blue,dark blue,Very dark blue,DarkSapphire,#082567,8,37,103,222,85.6,21.8
blue,dark blue,Very dark blue,Dark blue lapis lazuli (Rurikon),#1B294B,27,41,75,222,47.1,20.0
grey,medium dark blue,Very dark desaturated blue,Caparol 38S 1,#485470,72,84,112,222,21.7,36.1
blue,blue,Moderate blue,Han blue,#446CCF,68,108,207,223,59.1,53.9
blue,light  blue,Light grayish blue,Periwinkle (Crayola),#C3CDE6,195,205,230,223,41.2,83.3
blue,medium dark blue,Dark blue,InternationalKleinBlue,#002FA7,0,47,167,223,100.0,32.7
blue,medium dark blue,Dark blue,Dark cornflower blue,#26428B,38,66,139,223,57.1,34.7
blue,blue,Strong blue,New Car,#214fc6,33,79,198,223,71.4,45.3
blue,medium dark blue,Dark blue,Resolution blue,#002387,0,35,135,224,100.0,26.5
blue,blue,Bright blue,Bluetiful,#3C69E7,60,105,231,224,78.1,57.1
blue,blue,Strong blue,Cerulean blue,#2A52BE,42,82,190,224,63.8,45.5
blue,blue,Vivid blue,Blue (RYB),#0247FE,2,71,254,224,99.2,50.2
blue,blue,Bright blue,Royalblue,#4169E1,65,105,225,225,72.7,56.9
blue,medium light blue,Slightly desaturated blue,Ceil,#92a1cf,146,161,207,225,38.9,69.2
blue,medium dark blue,Dark blue,Imperial blue,#002395,0,35,149,226,100.0,29.2
blue,dark blue,Very dark blue,Space cadet,#1D2951,29,41,81,226,47.3,21.6
blue,blue,Moderate blue,BrightIndigo,#5D76CB,93,118,203,226,51.4,58.0
blue,medium light blue,Grayish blue,Wild blue yonder,#A2ADD0,162,173,208,226,32.9,72.5
blue,medium dark blue,Dark blue,Egyptian blue,#1034A6,16,52,166,226,82.4,35.7
black,very dark blue,Very dark (mostly black) blue,Coarse wool color (Kachi-iro),#181b26,24,27,38,227,22.6,12.2
blue,blue,Moderate blue,Crayola Indigo,#4F69C6,79,105,198,227,51.1,54.3
blue,blue,Strong blue,Denim blue,#2243B6,34,67,182,227,68.5,42.4
grey,very light blue,Light grayish blue,Bright gray,#ebecf0,235,236,240,227,14.3,93.1
blue,blue,Slightly desaturated blue,SpanishSapphire,#6576B4,101,118,180,227,34.5,55.1
blue,light blue,Very soft blue,Perano,#ACB8E8,172,184,232,228,56.6,79.2
blue,medium light blue,Bright blue,Ultramarine blue,#4166F5,65,102,245,228,90.0,60.8
grey,medium light blue,Dark grayish blue,Chrome aluminum,#a8a9ad,168,169,173,228,3.0,66.9
blue,light blue,Light grayish blue,Light periwinkle,#C5CBE1,197,203,225,228,31.8,82.7
blue,light blue,Very soft blue,PanamaBlue,#B3BCE2,179,188,226,229,44.8,79.4
blue,blue,Strong blue,Persian blue,#1C39BB,28,57,187,229,74.0,42.2
blue,blue,Dark blue,Violet-blue,#324AB2,50,74,178,229,56.1,44.7
blue,medium dark blue,Very dark blue,Indigo (rainbow),#233067,35,48,103,229,49.3,27.1
grey,medium light blue,Dark grayish blue,Cool grey,#8C92AC,140,146,172,229,16.2,61.2
blue,medium dark blue,Dark blue,Indigo dye,#091F92,9,31,146,230,88.4,30.4
blue,dark blue,Very dark blue,GulfBlue,#051657,9,22,87,230,89.1,18.0
blue,dark blue,Dark blue,Dark imperial blue,#00147e,0,20,126,230,100.0,24.7
blue,medium light blue,Light blue,Neon blue,#4666FF,70,102,255,230,100.0,63.7
blue,medium dark blue,Dark blue,Blue (Pantone),#0018A8,0,24,168,231,100.0,32.9
grey,medium light blue,Dark grayish blue,Manatee,#979AAA,151,154,170,231,10.1,62.9
grey,medium dark blue,Very dark grayish blue,Independence,#4C516D,76,81,109,231,17.8,36.3
blue,medium dark blue,Dark blue,Samsung blue,#12279E,18,39,158,231,79.5,34.5
blue,medium light blue,Slightly desaturated blue,MediumPeriwinkle,#7A83BF,122,131,191,232,35.0,61.4
black,dark blue,Very dark blue,Navy blue bellflower (Konkikyō),#191F45,25,31,69,232,46.8,18.4
blue,medium dark blue,Dark blue,Phthalo blue,#000f89,0,15,137,233,100.0,26.9
blue,medium dark blue,Dark blue,Zaffre,#0014A8,0,20,168,233,100.0,32.9
blue,blue,Bright blue,Palatinate blue,#273be2,39,59,226,233,76.3,52.0
blue,medium dark blue,Dark moderate blue,ThenardBlue,#333C87,51,60,135,234,45.2,36.5
black,dark blue,Very dark blue,Dark Navy,#02075d,2,7,93,236,95.8,18.6
blue,blue,Mostly desaturated dark blue,Purple navy,#4E5180,78,81,128,236,24.3,40.4
blue,blue,Dark moderate blue,Liberty,#545AA7,84,90,167,236,33.1,49.2
blue,medium dark blue,Dark blue,Saint Patrick Blue,#23297A,35,41,122,236,55.4,30.8
black,very dark blue,Very dark (mostly black) blue,Elderberry,#17182b,23,24,43,237,30.3,12.9
blue,medium dark blue,Dark blue,Cadmium blue,#0a1195,10,17,149,237,87.4,31.2
blue,light blue,Light grayish blue,Vodka,#bfc0ee,191,192,238,238,58.0,84.1
white,very light blue-magenta,Very pale (mostly white) blue,Ghostwhite,#F8F8FF,248,248,255,240,100.0,98.6
grey,very light blue-magenta,Light grayish blue,LightLavenderMist,#F5F5FD,245,245,253,240,66.7,97.6
purple,very light blue-magenta,Light grayish blue,"Lavender,Lavender mist",#E6E6FA,230,230,250,240,66.7,94.1
blue,medium dark blue-magenta,Dark blue,Navy blue,#000080,0,0,128,240,100.0,25.1
purple,light blue-magenta,Very light blue,RichPeriwinkle,#9999FF,153,153,255,240,100.0,80.0
grey,medium dark blue-magenta,Very dark desaturated blue,American blue,#3b3b6d,59,59,109,240,29.8,32.9
blue,medium dark blue-magenta,Very dark desaturated blue,Deep koamaru,#333366,51,51,102,240,33.3,30.0
purple,very light blue-magenta,Very pale blue,"Lavender blue,Periwinkle",#CCCCFF,204,204,255,240,100.0,90.0
blue,medium dark blue-magenta,Dark blue,Darkblue,#00008B,0,0,139,240,100.0,27.3
grey,blue-magenta,Mostly desaturated dark blue,Dark blue-gray,#666699,102,102,153,240,20.0,50.0
blue,medium dark blue-magenta,Very dark blue,Midnightblue,#191970,25,25,112,240,63.5,26.9
blue,medium light blue-magenta,Light blue,Very light blue,#6666ff,102,102,255,240,100.0,70.0
blue,Blue-magenta,Strong blue,Mediumblue,#0000CD,0,0,205,240,100.0,40.2
purple,light blue-magenta,Very light blue,DeepPeriwinkle,#8080FF,128,128,255,240,100.0,75.1
purple,light blue-magenta,Very soft blue,Maximum blue purple,#ACACE6,172,172,230,240,53.7,78.8
blue,Blue-magenta,Pure (or mostly pure) blue,Blue,#0000FF,0,0,255,240,100.0,50.0
grey,medium light blue-magenta,Grayish blue,Blue bell,#A2A2D0,162,162,208,240,32.9,72.5
blue,medium dark blue-magenta,Dark blue,Duke blue,#00009C,0,0,156,240,100.0,30.6
blue,medium dark blue-magenta,Dark moderate blue,Blue (pigment),#333399,51,51,153,240,50.0,40.0
blue,blue-magenta,Vivid blue,Bluebonnet,#1c1cf0,28,28,240,240,87.6,52.5
grey,medium dark blue-magenta,Very dark grayish blue,Resene Dotcom B39-034-283,#41415D,65,65,93,240,17.7,31.0
grey,blue-magenta,Dark grayish blue,Stained red (Benimidori),#78779b,120,119,155,241,15.3,53.7
blue,medium dark blue-magenta,Dark moderate blue,Cosmic cobalt,#2E2D88,46,45,136,241,50.3,35.5
grey,blue-magenta,Dark grayish blue,Rhythm,#777696,119,118,150,242,13.2,52.5
purple,blue-magenta,Mostly desaturated dark blue,DarkSpanishSapphire,#7573A6,117,115,166,242,22.3,55.1
grey,light blue-magenta,Grayish blue,Lavender gray,#C4C3D0,196,195,221,242,12.1,79.0
grey,medium light blue-magenta,Grayish blue,Logan,#AAA9CD,170,169,205,242,26.5,73.3
purple,medium light blue-magenta,Very soft blue,ChetwodeBlue,#8581D9,133,129,217,243,53.7,67.8
grey,very light blue-magenta,Light grayish blue,LightLogan,#D9D8EA,217,216,234,243,30.0,88.2
purple,light blue-magenta,Light grayish blue,LightChetwodeBlue,#C5C2EF,197,194,239,244,58.4,84.9
blue,medium dark blue-magenta,Dark blue,Picotee blue,#2E2787,46,39,135,244,55.2,34.1
blue,medium dark blue-magenta,Dark blue,Ultramarine,#120A8F,18,10,143,244,86.9,30.0
grey,light blue-magenta,Grayish blue,LavenderBlue-Grey,#BDBBD7,189,187,215,244,25.9,78.8
purple,blue-magenta,Moderate blue,Iris,#5A4FCF,90,79,207,245,57.1,56.1
purple,blue-magenta,Slightly desaturated blue,Toolbox,#746CC0,116,108,192,246,40.0,58.8
purple,medium light blue-magenta,Slightly desaturated blue,Violet-blue (Crayola),#766EC8,118,110,200,246,45.0,60.8
purple,very light blue-magenta,Very pale blue,Melrose,#C7C1FF,199,193,255,246,100.0,87.8
purple,medium light blue-magenta,Slightly desaturated blue,MoodyBlue,#7F76D3,127,118,211,246,51.4,64.5
purple,blue-magenta,Dark grayish blue,PearlViolet,#8683A1,134,131,162,246,13.8,57.3
purple,blue-magenta,Soft blue,Majorelle blue,#6050DC,96,80,220,247,66.7,58.8
purple,light blue-magenta,Very soft blue,LightMoodyBlue,#C1BBEC,193,187,236,247,56.3,82.9
grey,very light blue-magenta,Light grayish violet,LightMelrose,#E7E4EF,231,228,255,247,25.6,91.6
purple,blue-magenta,Moderate blue,Ocean Blue,#4F42B5,79,66,181,247,46.6,48.4
blue,medium dark blue-magenta,Dark moderate blue,Darkslateblue,#483D8B,72,61,139,248,39.0,39.2
purple,blue-magenta,Moderate blue,Slateblue,#6A5ACD,106,90,205,248,53.5,57.8
purple,medium dark blue-magenta,Strong blue,Trypan Blue,#1C05B3,28,5,179,248,94.6,36.1
purple,very light blue-magenta,Light grayish blue,Soap,#CEC8EF,206,200,239,249,54.9,86.1
blue,medium dark blue-magenta,Dark blue,Neon blue,#1b03a3,27,3,163,249,96.4,32.5
purple,blue-magenta,Slightly desaturated blue,Blue-violet (Crayola),#7366BD,115,102,189,249,39.7,57.1
purple,medium light blue-magenta,Soft blue,Mediumslateblue,#7B68EE,123,104,238,249,79.8,67.1
purple,blue-magenta,Slightly desaturated blue,Fortune,#7E73B8,126,115,184,250,32.7,58.6
white,very light blue-magenta,Light grayish blue,LightSelago,#F9F8FE,249,248,254,250,75.0,98.4
purple,blue-magenta,Dark moderate blue,Plump Purple,#5946B2,89,70,178,251,43.5,48.6
purple,medium light blue-magenta,Very soft blue,FrenchLavender,#9683EC,150,131,236,251,73.4,72.0
purple,medium dark blue-magenta,Dark moderate blue,VulgarPurple,#3E2F84,62,47,132,251,47.5,35.1
grey,yellow,Very dark grayish orange,Dark silver,#71706E,113,112,117,252,1.3,43.7
purple,light blue-magenta,Very soft blue,LightFrenchLavender,#A899E6,168,153,230,252,60.6,75.1
purple,medium light blue-magenta,Soft blue,Violets Are Blue,#8366f4,131,102,244,252,86.6,67.8
blue,blue-magenta,Strong blue,Interdimensional blue,#360CCC,54,12,204,253,88.9,42.4
purple,very light blue-magenta,Light grayish blue,PaleLightFrenchLavender,#D8D0F5,216,208,245,253,64.9,88.8
purple,medium light blue-magenta,Slightly desaturated blue,Ube,#8878C3,136,120,195,253,38.5,61.8
purple,medium light blue-magenta,Slightly desaturated blue,Unicorn,#9F91CF,159,145,207,254,39.2,69.0
grey,medium light blue-magenta,Dark grayish blue,Silver (Metallic),#AAA9AD,170,169,173,255,2.4,67.1
purple,medium dark blue-magenta,Very dark desaturated violet,Jacarta,#3d325d,61,50,93,255,30.1,28.0
purple,very light blue-magenta,Very pale violet,Pale lavender,#DCD0FF,220,208,255,255,100.0,90.8
blue,blue-magenta,Pure (or mostly pure) blue,Electric ultramarine,#3F00FF,63,0,255,255,100.0,50.0
purple,blue-magenta,Vivid violet,Han purple,#5218FA,82,24,250,255,95.8,53.7
grey,medium dark blue-magenta,Mostly desaturated dark violet,Safflower color (Benikakehana-iro),#5a4f74,90,79,116,257,19.0,38.2
purple,medium dark blue-magenta,Dark moderate violet,PurpleRain,#4B308D,75,48,141,257,49.2,37.1
purple,medium dark blue-magenta,Dark violet,Persian indigo,#32127A,50,18,122,258,74.3,27.5
purple,very light blue-magenta,Very soft violet,Perfume,#D0BEF8,208,190,248,259,80.6,85.9
purple,very light blue-magenta,Light grayish violet,LightPerfume,#EBE3FC,235,227,252,259,80.6,93.9
purple,blue-magenta,Dark moderate violet,LightJapaneseViolet,#7058A3,112,88,163,259,29.9,49.2
purple,medium light blue-magenta,Light violet,VividLavender,#9966FF,153,102,255,260,100.0,70.0
purple,blue-magenta,Slightly desaturated violet,Middle blue purple,#8B72BE,139,114,190,260,36.9,59.6
purple,medium light blue-magenta,Very soft violet,Light pastel purple,#b19cd9,177,156,217,260,44.5,73.1
purple,medium dark blue-magenta,Dark moderate violet,Blue-magenta violet,#553592,85,53,146,260,46.7,39.0
purple,medium light blue-magenta,Soft violet,Mediumpurple,#9370DB,147,112,219,260,59.8,64.9
purple,medium dark blue-magenta,Dark violet,Pixie Powder,#391285,57,18,133,260,76.2,29.6
white,very light blue-magenta,Very pale (mostly white) violet,Magnolia,#f8f4ff,248,244,255,261,100.0,97.8
purple,dark blue-magenta,Very dark violet,ViolentViolet,#290C5E,41,12,94,261,77.4,20.8
purple,blue-magenta,Pure (or mostly pure) violet,Westminster,#5F00FF,95,0,255,262,100.0,50.0
purple,blue-magenta,Dark moderate violet,Royal purple,#7851A9,120,91,169,262,35.2,49.0
purple,medium light blue-magenta,Grayish violet,DeepLavenderBlue-Grey,#B2A4D4,178,164,202,262,35.8,73.7
purple,medium light blue-magenta,Slightly desaturated violet,Dark pastel purple,#966fd6,150,111,214,262,55.7,63.7
purple,medium light blue-magenta,Slightly desaturated violet,LilacBush,#9874D3,152,116,211,263,51.9,64.1
purple,blue-magenta,Dark moderate violet,Studio,#714AB2,113,74,178,263,41.3,49.4
purple,light blue-magenta,Very soft violet,LightMediumPurple,#CDB7F0,205,183,240,263,65.5,82.9
purple,medium light blue-magenta,Slightly desaturated violet,DullDeepLavender,#9C87CD,158,137,193,263,41.2,66.7
purple,medium dark blue-magenta,Dark moderate violet,Cyber grape,#58427C,88,66,124,263,30.5,37.3
grey,medium dark blue-magenta,Very dark desaturated violet,PurpleReign,#54446C,84,68,108,264,22.7,34.5
purple,blue-magenta,Pure (or mostly pure) violet,Lobelia,#6700FF,103,0,255,264,100.0,50.0
purple,medium dark blue-magenta,Dark moderate violet,Spanish violet,#4C2882,76,40,130,264,52.9,33.3
grey,light blue-magenta,Light grayish violet,LightAmethystSmoke,#D5CFDE,213,207,222,264,18.5,84.1
purple,blue-magenta,Pure (or mostly pure) violet,Indigo,#6600FF,102,0,255,264,100.0,50.0
purple,blue-magenta,Vivid violet,FrenchIndigo,#791CF8,121,28,248,265,94.0,54.1
purple,light blue-magenta,Very soft violet,LightLilacBush,#CFBAEC,207,186,236,265,56.8,82.7
purple,medium light blue-magenta,Soft violet,Lavender indigo,#9457EB,148,87,235,265,78.7,63.1
grey,medium light blue-magenta,Grayish violet,AmethystSmoke,#A397B4,163,151,180,265,16.2,64.9
purple,blue-magenta,Pure (or mostly pure) violet,Electric indigo,#6F00FF,111,0,255,266,100.0,50.0
purple,light  blue-magenta,Light grayish violet,Prelude,#D0C0E5,208,192,229,266,41.6,82.5
purple,medium light blue-magenta,Very soft violet,LightStudio,#B89BDD,184,155,221,266,49.3,73.7
purple,medium dark blue-magenta,Dark moderate violet,Regalia,#522d80,82,45,128,266,48.0,33.9
purple,very light blue-magenta,Light grayish violet,LightPrelude,#EBE4F4,235,228,244,266,42.1,92.5
purple,medium dark blue-magenta,Dark violet,KSU purple,#512888,81,40,136,266,54.5,34.5
purple,blue-magenta,Dark moderate violet,Crayola Royal Purple,#6B3FA0,107,63,160,267,43.5,43.7
purple,blue-magenta,Slightly desaturated violet,Lavender purple,#967bb6,150,123,182,267,28.8,59.8
purple,blue-magenta,Vivid violet,"Purple,Veronica",#A020F0,160,92,240,268,87.4,53.3
purple,blue-magenta,Pure (or mostly pure) violet,Pansy,#7700FF,119,0,255,268,100.0,50.0
purple,blue-magenta,Slightly desaturated violet,Purple mountain majesty,#9678B6,150,120,182,269,29.8,59.2
purple,blue-magenta,Slightly desaturated violet,LavenderPurple,#9978B6,150,120,182,269,29.8,59.2
purple,medium dark blue-magenta,Dark violet,American violet,#551b8c,85,27,140,270,67.7,32.7
purple,blue-magenta,Dark moderate violet,Purple Heart,#69359c,105,53,156,270,49.3,41.0
purple,medium dark blue-magenta,Dark moderate violet,Rebecca Purple,#663399,102,51,153,270,50.0,40.0
purple,light blue-magenta,Very light violet,Pale Violet,#CC99FF,204,153,255,270,100.0,80.0
purple,dark blue-magenta,Very dark violet,Russian violet,#32174D,50,23,77,270,54.0,19.6
purple,medium light blue-magenta,Moderate violet,Amethyst,#9966CC,153,102,204,270,50.0,60.0
purple,medium dark blue-magenta,Dark violet,Blue-violet (color wheel),#4D1A7F,77,26,127,270,66.0,30.0
purple,dark blue-magenta,Very dark violet,DarkIndigo,#310062,49,0,98,270,100.0,19.2
purple,blue-magenta,Dark moderate violet,LightViolentViolet,#7B4BAB,123,75,171,270,39.0,48.2
purple,dark blue-magenta,Very dark violet,Deep violet,#330066,51,0,102,270,100.0,20.0
purple,blue-magenta,Pure (or mostly pure) violet,Violet (color wheel),#7F00FF,127,0,255,270,100.0,50.0
purple,blue-magenta,Dark moderate violet,Dark lavender,#734F96,115,79,150,270,31.0,44.9
black,very dark blue-magenta,Very dark (mostly black) violet,Blue-magenta,#0f031a,15,3,26,271,79.3,5.7
purple,blue-magenta,Strong violet,InternetPurple,#7D26CD,125,38,205,271,68.7,47.6
purple,blue-magenta,Bright violet,"Blue violet,Blue purple",#8A2BE2,138,43,226,271,75.9,52.7
purple,medium light blue-magenta,Very soft violet,Pantone,#BA93DF,186,147,223,271,54.3,72.5
purple,blue-magenta,Mostly desaturated dark violet,Wisteria color (Fuji-iro),#89729e,137,114,158,271,18.5,53.3
purple,medium light blue-magenta,Very soft violet,Bright lavender,#BF94E4,191,148,228,272,59.7,73.7
purple,dark magenta,Very dark violet,Jagger,#350E47,53,14,87,272,67.1,16.7
grey,dark blue-magenta,Very dark grayish violet,BlackCurrant,#32293A,50,41,58,272,17.2,19.4
purple,blue-magenta,Bright violet,Vanda,#9842E3,152,66,227,272,74.2,57.5
purple,blue-magenta,Dark violet,Grape,#6F2DA8,111,45,168,272,57.7,41.8
purple,blue-magenta,Pure (or mostly pure) violet,Violet,#8B00FF,139,0,255,273,100.0,50.0
grey,blue-magenta,Dark grayish violet,Mousy wisteria (Fujinezumi),#766980,118,105,128,273,9.9,45.7
purple,medium dark blue-magenta,Strong violet,PrinceFanPurple,#6600B7,102,0,187,273,100.0,35.9
purple,medium light blue-magenta,Slightly desaturated violet,Lenurple,#ba93d8,186,147,216,273,46.9,71.2
purple,blue-magenta,Slightly desaturated violet,CeSoir,#9771B5,151,113,181,274,31.5,57.6
purple,blue-magenta,Mostly desaturated dark violet,VioletPurple,#926EAE,146,110,174,274,28.3,55.7
purple,blue-magenta,Dark moderate violet,LavenderAffair,#714693,113,70,147,274,35.5,42.5
purple,blue-magenta,Pure (or mostly pure) violet,Electric violet,#8F00FF,143,0,255,274,100.0,50.0
purple,blue-magenta,Dark moderate violet,Crayola Violet (Purple),#8359A3,131,89,163,274,29.4,49.4
grey,medium dark blue-magenta,Very dark grayish violet,Dark indigo (Futaai),#614e6e,97,78,110,275,17.0,36.9
purple,medium dark blue-magenta,Dark violet,Purple,#6A0DAD,106,13,173,275,86.0,36.5
purple,medium light blue-magenta,Very soft violet,Lavender (floral),#B57EDC,181,126,220,275,57.3,67.8
purple,medium dark blue-magenta,Dark violet,Indigo,#4B0082,75,0,130,275,100.0,25.5
purple,light blue-magenta,Pale violet,Mauve,#E0B0FF,224,176,255,276,100.0,84.5
purple,medium light blue-magenta,Slightly desaturated violet,LightLavenderAffair,#B898CD,184,152,205,276,34.6,70.0
purple,medium dark blue-magenta,Dark violet,Metallic violet,#5b0a91,91,10,145,276,87.1,30.4
purple,medium light blue-magenta,Slightly desaturated violet,Rich lavender,#A76BCF,167,107,207,276,51.0,61.6
purple,medium dark blue-magenta,Very dark grayish violet,Indigo,#503E5C,80,62,92,276,19.5,30.2
purple,light blue-magenta,Light grayish violet,LightCeSoir,#CFB8DE,207,184,222,276,36.5,79.6
purple,blue-magenta,Pure (or mostly pure) violet,Vivid violet,#9F00FF,159,0,255,277,100.0,50.0
purple,medium light blue-magenta,Soft violet,LightBlue-Violet,#C77DF3,199,125,243,278,83.1,72.2
purple,light blue-magenta,Light grayish violet,Languid lavender,#D6CADD,214,202,221,278,21.8,82.9
purple,blue-magenta,Strong violet,French violet,#8806CE,136,6,206,279,94.3,41.6
purple,magenta,Strong violet,Darkorchid,#9932CC,153,50,204,280,60.6,49.8
purple,magenta,Moderate violet,Deep lilac,#9955BB,153,85,187,280,42.9,53.3
