index,Name0,Hue,Sat,Lum
16636781,yellow,45.0,97.3,71.0
25666,green,159.0,100.0,19.6
3711786,green,113.0,59.0,40.2
5930178,blue,220.0,46.0,55.7
13073907,purple,278.0,83.1,72.2
9123117,brown,5.0,51.1,36.1
40544,green,156.0,100.0,31.0
12090219,brown,12.0,35.2,57.1
11672348,red,360.0,73.7,40.2
15788177,yellow,55.0,76.0,75.5
13804896,brown,36.0,55.9,60.0
3559828,blue,222.0,46.5,39.6
14789889,yellow,46.0,99.1,44.3
6723993,cyan,180.0,20.0,50.0
31655,blue,196.0,100.0,32.7
13229191,green,73.0,54.8,69.6
12600463,pink,324.0,49.6,51.0
1878473,blue,191.0,75.5,44.9
7356948,brown,30.0,69.7,25.9
10721204,grey,265.0,16.2,64.9
8934411,brown,35.0,85.0,28.8
949345,green,165.0,79.7,27.1
11083838,red,347.0,68.2,39.4
43120,green,160.0,100.0,32.9
15064643,yellow,57.0,75.7,58.0
16443130,purple,300.0,66.7,94.1
15896092,brown,31.0,89.2,52.9
6769735,brown,40.0,18.4,34.1
8857175,purple,330.0,56.1,33.9
9596590,purple,274.0,28.3,55.7
7699829,grey,120.0,3.3,47.5
14992085,purple,326.0,38.6,82.7
11875,blue,212.0,100.0,19.4
1590587,green,167.0,48.4,18.2
15657130,yellow,55.0,66.7,80.0
16725342,pink,348.0,100.0,60.4
16733001,orange,3.0,100.0,64.3
4286197,blue,228.0,90.0,60.8
11704064,brown,50.0,100.0,34.9
11468842,red,345.0,100.0,34.3
8532058,purple,329.0,46.1,34.9
11452070,grey,150.0,15.6,69.8
12098525,purple,266.0,49.3,73.7
6969191,grey,309.0,9.8,37.8
16448055,yellow,60.0,95.1,59.8
12889773,grey,3.0,16.3,72.4
16443317,brown,43.0,87.3,84.5
13459582,pink,343.0,52.2,59.0
14381203,pink,340.0,59.8,64.9
12336970,brown,355.0,49.8,49.2
12027687,brown,40.0,64.9,43.5
9197881,brown,23.0,42.1,38.6
14245947,brown,14.0,67.5,54.1
8746318,grey,43.0,26.1,41.4
16711743,red,345.0,100.0,50.0
9215094,grey,85.0,16.1,53.7
16711202,yellow,60.0,99.1,56.5
13359202,green,66.0,60.2,61.6
14756908,red,0.0,75.1,52.7
3504823,blue,208.0,55.1,46.3
16646133,white,71.0,100.0,98.0
3800852,green,111.0,100.0,53.9
11584074,green,69.0,49.6,52.5
16769794,yellow,53.0,100.0,50.4
6266528,cyan,182.0,25.5,50.0
1713185,black,162.0,16.1,12.2
9109504,red,0.0,100.0,27.3
16763867,pink,350.0,100.0,89.8
25600,grey,120.0,100.0,19.6
3281530,purple,258.0,74.3,27.5
13186902,red,347.0,57.5,50.2
15106916,brown,14.0,72.2,64.7
10428236,purple,339.0,67.4,37.3
15376929,brown,39.0,82.7,52.4
4734002,black,27.0,18.0,23.9
9684338,green,119.0,41.7,61.0
15333103,green,147.0,41.9,93.9
15473700,red,357.0,84.6,51.8
16777062,yellow,60.0,100.0,70.0
12564645,grey,44.0,16.9,69.8
14845439,purple,286.0,100.0,76.1
10450018,brown,18.0,24.1,50.4
4292033,blue,207.0,50.8,50.6
16711767,red,340.0,100.0,50.0
16741688,orange,18.0,100.0,61.0
16356217,orange,5.0,91.4,72.5
6136979,green,166.0,28.1,50.4
16121855,white,180.0,100.0,98.0
16772045,brown,36.0,100.0,90.2
13369599,purple,288.0,100.0,50.0
6111082,purple,281.0,25.4,33.1
15457243,brown,0.0,28.6,89.0
15266382,grey,64.0,86.3,62.7
6701137,grey,329.0,22.9,32.5
6644309,grey,48.0,8.6,36.5
5259328,grey,311.0,11.1,28.2
8158272,grey,60.0,31.9,36.9
2832179,grey,160.0,12.2,19.2
433025,green,170.0,92.5,31.6
16640501,pink,324.0,83.3,95.3
5028631,green,101.0,78.1,41.2
13391104,brown,25.0,100.0,40.0
10027008,red,0.0,100.0,30.0
12759680,brown,45.0,35.1,63.1
6908265,grey,0.0,0.0,41.2
16542853,pink,350.0,96.0,70.6
12687979,brown,33.0,41.0,58.8
7061027,green,80.0,68.9,44.1
6109524,grey,315.0,24.0,29.4
12291242,purple,322.0,25.7,64.1
14715422,brown,33.0,76.4,49.8
15789821,purple,284.0,78.9,96.3
10299699,brown,355.0,58.6,38.8
10842468,brown,12.0,26.5,52.0
16510045,yellow,54.0,95.2,67.5
17290,blue,211.0,100.0,27.1
11366249,brown,5.0,29.3,54.5
6684825,purple,280.0,100.0,30.0
16643558,grey,39.0,85.2,94.7
14375531,pink,352.0,64.2,60.6
2656200,blue,204.0,66.7,47.1
16768685,brown,36.0,100.0,83.9
3473462,black,299.0,100.0,10.6
11041952,purple,310.0,20.2,57.3
15834299,pink,338.0,75.2,77.8
6170660,brown,4.0,44.6,25.5
10107197,brown,358.0,46.0,41.4
13631584,pink,332.0,100.0,40.8
3394560,green,105.0,100.0,40.0
14796739,grey,8.0,33.3,82.4
56996,cyan,164.0,100.0,43.5
3191322,green,112.0,74.5,40.0
16564736,yellow,46.0,100.0,49.4
6182213,grey,38.0,15.3,32.0
10582644,brown,8.0,19.3,54.3
16737052,orange,18.0,100.0,55.5
6268791,green,140.0,29.0,51.4
8281696,grey,356.0,14.5,43.1
3321185,green,142.0,55.2,43.7
50147,blue,188.0,100.0,44.5
10890283,red,0.0,58.9,41.0
13387595,orange,358.0,56.6,53.9
16763004,brown,34.0,100.0,74.3
14329120,brown,43.0,74.4,49.0
11216719,pink,342.0,62.9,41.2
11604518,red,352.0,81.5,38.2
9212588,grey,229.0,16.2,61.2
6749952,green,96.0,100.0,50.0
12433259,grey,56.0,38.3,58.0
11171949,brown,11.0,26.4,54.7
12782414,pink,338.0,89.3,40.4
6704484,grey,305.0,14.0,35.1
10427701,brown,357.0,69.1,36.9
10358336,red,339.0,83.7,33.7
10259108,grey,281.0,12.5,59.2
6613382,green,135.0,75.1,65.3
14780209,brown,29.0,74.6,53.7
11123357,grey,95.0,17.4,67.3
12789547,red,358.0,66.7,45.9
10255416,brown,41.0,47.2,41.6
12783674,red,346.0,84.8,41.4
57041,cyan,181.0,100.0,43.5
14417912,green,168.0,100.0,92.9
1002898,blue,212.0,81.4,31.6
14572931,red,342.0,66.2,61.8
16119293,grey,240.0,66.7,97.6
13123401,red,355.0,55.5,51.6
27028,blue,197.0,100.0,29.0
16726101,pink,351.0,100.0,61.0
9662683,purple,260.0,59.8,64.9
6575186,grey,6.0,9.9,35.7
7090306,purple,284.0,46.1,34.9
5289736,green,95.0,91.6,37.5
10162462,red,354.0,80.2,33.7
4936480,grey,69.0,44.3,22.5
8459347,purple,325.0,73.2,29.2
13639824,pink,322.0,73.3,47.1
14053228,brown,2.0,56.4,63.1
16729190,pink,349.0,100.0,63.3
15761246,orange,13.0,83.0,65.5
9578276,brown,2.0,60.4,35.7
18618,blue,217.0,100.0,36.5
5016565,blue,217.0,89.4,62.9
7557014,purple,270.0,31.0,44.9
16775405,white,37.0,100.0,96.5
15066338,grey,40.0,5.5,89.2
9699539,purple,282.0,100.0,41.4
15370408,pink,340.0,70.0,72.5
12484433,brown,25.0,45.6,53.1
30046,green,168.0,100.0,22.9
10040012,purple,280.0,60.6,49.8
14684511,pink,337.0,85.9,47.3
14532291,grey,350.0,31.3,80.6
8943722,grey,28.0,12.4,47.5
9686250,blue,201.0,67.4,74.7
12058697,red,336.0,100.0,36.1
12441409,green,70.0,65.2,54.9
15474993,pink,355.0,84.2,52.7
16761677,orange,39.0,100.0,65.1
13923284,purple,300.0,53.0,64.1
14790045,brown,14.0,53.1,74.9
7799039,purple,268.0,100.0,50.0
1004218,blue,216.0,85.1,39.4
15179716,pink,329.0,60.0,76.5
9323909,purple,307.0,34.6,41.4
4669229,grey,41.0,22.4,22.7
16761035,pink,350.0,100.0,87.6
10106475,purple,328.0,48.1,40.8
6697728,brown,30.0,100.0,20.0
14201553,purple,315.0,32.8,77.3
9395865,purple,290.0,23.9,48.4
7802629,brown,5.0,91.9,24.3
139,blue,240.0,100.0,27.3
13922466,pink,330.0,53.8,63.5
2975940,blue,207.0,62.7,47.3
13570080,red,355.0,85.7,43.7
13345077,brown,43.0,59.1,50.2
14315734,purple,302.0,58.9,64.7
11889760,brown,8.0,36.5,54.3
39285,green,166.0,100.0,30.0
15702799,orange,38.0,88.2,49.8
16656546,pink,326.0,99.1,57.6
9057060,brown,9.0,58.6,34.1
16752762,brown,17.0,100.0,73.9
16768768,yellow,52.0,100.0,50.0
15850959,grey,25.0,54.8,87.8
15420482,red,4.0,80.9,59.0
6768710,brown,9.0,19.1,33.9
12566380,grey,60.0,39.3,58.6
2061822,blue,217.0,99.1,55.9
4720214,purple,290.0,87.0,18.0
4398163,purple,282.0,49.5,21.8
10244534,purple,285.0,40.9,51.6
14782102,pink,354.0,58.0,72.0
6527631,green,168.0,21.7,49.6
6684855,purple,273.0,100.0,35.9
13013959,purple,299.0,31.7,67.8
15662875,yellow,64.0,100.0,55.3
4010589,purple,255.0,30.1,28.0
15591126,grey,41.0,39.0,88.4
8519680,red,0.0,100.0,25.5
6754085,purple,345.0,74.6,23.1
16569959,yellow,45.0,96.1,69.6
10057910,purple,269.0,29.8,59.2
5071980,grey,195.0,16.8,36.3
11099240,purple,351.0,30.9,51.2
5132672,blue,236.0,24.3,40.4
16764913,pink,317.0,100.0,90.6
3248503,green,164.0,49.5,38.0
13389372,brown,353.0,58.5,51.8
7028640,purple,267.0,43.5,43.7
10780048,purple,331.0,17.6,56.7
14789921,brown,43.0,76.2,50.6
13025974,grey,44.0,12.3,74.5
4278860,grey,190.0,7.8,27.6
6045747,brown,19.0,28.7,28.0
16757504,orange,42.0,100.0,50.0
3037332,blue,215.0,52.6,38.0
2183110,blue,223.0,71.4,45.3
16309886,yellow,47.0,89.7,73.3
3842497,blue,194.0,53.8,49.2
7349872,purple,300.0,49.3,29.4
6730823,green,102.0,43.4,49.2
1204608,blue,197.0,75.3,28.6
18060,blue,210.0,100.0,27.5
4418453,blue,211.0,38.0,42.4
11319528,blue,228.0,56.6,79.2
11534409,red,335.0,100.0,34.5
128,blue,240.0,100.0,25.1
9925045,purple,274.0,31.5,57.6
10208482,blue,205.0,55.0,74.7
9076608,grey,355.0,4.5,52.0
16369867,pink,356.0,80.3,88.0
5053055,purple,270.0,66.0,30.0
7182969,green,136.0,18.2,51.6
14077563,grey,55.0,52.6,66.1
15459324,purple,259.0,80.6,93.9
11442346,grey,311.0,12.0,63.9
12061923,purple,288.0,90.0,46.9
65519,cyan,176.0,100.0,50.0
10731949,grey,140.0,19.5,69.8
14407634,grey,33.0,11.1,84.1
10420479,purple,277.0,100.0,50.0
11941051,purple,298.0,56.5,46.9
7747920,purple,325.0,34.9,34.3
12332329,red,1.0,64.2,44.9
3028782,grey,120.0,8.9,19.8
15386002,brown,35.0,67.7,74.5
13754929,green,66.0,75.3,53.9
4286945,blue,225.0,72.7,56.9
15839964,pink,321.0,69.2,82.2
3497531,green,129.0,27.9,28.8
15423805,orange,9.0,81.3,58.0
15112550,brown,24.0,71.9,65.1
14084427,green,67.0,78.2,60.4
11704196,brown,25.0,23.0,60.8
11667229,red,352.0,92.4,36.3
353800,green,121.0,90.7,21.0
9609679,blue,225.0,38.9,69.2
15335384,green,97.0,100.0,92.4
6970061,purple,248.0,53.5,57.8
6699092,purple,323.0,29.1,31.0
12788560,red,343.0,69.6,45.1
7433744,grey,58.0,75.2,25.3
5322323,purple,296.0,21.2,26.9
9849600,brown,30.0,100.0,29.4
16707425,yellow,54.0,98.7,68.8
9588349,purple,319.0,30.4,43.9
16163988,pink,9.0,84.5,77.3
11891329,grey,347.0,31.2,57.8
14221388,red,339.0,100.0,42.5
11180201,grey,303.0,9.6,63.1
16737792,orange,24.0,100.0,50.0
8406555,brown,26.0,65.2,30.4
12325886,purple,283.0,99.2,53.5
16741656,orange,24.0,100.0,54.7
2304378,blue,236.0,55.4,30.8
98923,green,169.0,98.5,25.7
6649524,blue,227.0,34.5,55.1
16760025,pink,334.0,100.0,86.9
1354121,green,167.0,78.8,37.1
2068205,blue,207.0,85.1,52.5
16040642,pink,0.0,69.4,85.9
15752056,pink,337.0,83.2,64.9
3200456,cyan,175.0,66.3,51.2
16768959,brown,30.0,100.0,87.5
8212013,brown,24.0,47.1,33.3
16748964,pink,350.0,100.0,78.4
15915312,yellow,52.0,88.2,56.9
7688792,grey,353.0,17.6,39.0
15786288,yellow,55.0,86.5,56.5
3978097,green,147.0,49.8,46.9
12572723,green,69.0,67.9,52.4
16738335,orange,20.0,100.0,56.1
11394989,green,120.0,43.9,77.6
10804717,blue,193.0,67.0,78.6
11887902,brown,28.0,71.6,41.4
15921786,yellow,60.0,82.2,71.4
11068576,green,113.0,55.7,76.1
16728996,pink,329.0,100.0,63.1
12729122,red,9.0,70.2,44.7
16674654,pink,6.0,98.8,68.2
9864172,purple,251.0,73.4,72.0
16701533,yellow,46.0,98.8,68.0
11779298,blue,229.0,44.8,79.4
2730887,green,163.0,61.3,41.6
6750054,green,120.0,100.0,70.0
14209269,purple,253.0,64.9,88.8
16390798,pink,328.0,95.7,54.1
13571115,pink,352.0,82.4,44.5
6776679,grey,0.0,0.0,40.4
16705024,yellow,54.0,100.0,49.8
2507403,blue,223.0,57.1,34.7
10402260,blue,210.0,38.6,72.5
14101852,pink,343.0,68.0,51.0
6139372,blue,206.0,79.0,64.5
16767721,pink,336.0,100.0,92.7
5843743,brown,12.0,48.3,23.5
14879581,pink,337.0,90.8,46.7
12818771,brown,38.0,48.3,54.5
11454159,grey,196.0,25.6,74.7
14255765,pink,349.0,52.2,68.8
16084897,pink,338.0,87.0,69.8
9660672,brown,42.0,100.0,28.8
15132410,purple,240.0,66.7,94.1
5153978,blue,192.0,43.9,51.8
13271727,pink,323.0,40.4,65.1
16766362,brown,35.0,100.0,80.2
14311758,brown,8.0,65.4,58.0
9982094,purple,308.0,31.0,45.5
8107617,green,102.0,36.8,54.7
15481731,pink,336.0,82.3,57.8
34115,green,150.0,100.0,26.1
13408614,brown,29.0,50.0,60.0
16445630,brown,50.0,85.7,86.3
16718637,red,355.0,100.0,55.3
8394776,red,0.0,68.4,29.8
6511186,grey,28.0,9.4,35.5
3242099,green,176.0,42.0,33.1
9125699,brown,357.0,37.6,39.6
6729778,green,95.0,55.8,44.3
6261387,grey,181.0,18.8,45.9
3977,blue,233.0,100.0,26.9
16703232,yellow,53.0,100.0,49.8
11141375,purple,280.0,100.0,50.0
8129026,brown,4.0,96.8,24.7
11553898,pink,342.0,39.7,49.4
2773694,blue,224.0,63.8,45.5
11497037,brown,20.0,38.9,49.4
11591910,blue,187.0,51.9,79.6
16742912,orange,29.0,100.0,50.0
13404313,purple,345.0,40.0,66.7
6895004,purple,270.0,49.3,41.0
37200,green,153.0,100.0,28.4
4815211,green,163.0,24.7,38.0
31397,blue,196.0,100.0,32.4
13295629,green,66.0,89.0,46.5
